2MASX,NED_id,ra,dec,l,b,Kmag,Kmag_err,z,zdist,zdist_err,D,D_err,gal_type,n_sumss,n_nvss,F1400,F1400_err,F843,F843_err,Fsyn,Lsyn,sum_ma,max_ma,lim_ma,max_dist_to_gal,min_dist_to_gal,contour_dist,geo_cen_ra,geo_cen_dec,flux_cen_ra,flux_cen_dec,class
01125953+1529283,VV 382 NED01,18.24813,15.49125,130.56612,-47.06067,10.825,0.079,0.0438472136,0.0456021824,0.0005003469,196.480350314,2.1557812738,-4,0,7,1042.8,17.9201004461,0,0,1205.15312935,61232896138600000000000000000000000000000,0.09575,0.0253055556,0,0.0754404425,0.0115367955,0.0108804235,18.2486328012,15.4887170015,18.2529934231,15.4845853837,j
01193495+3210495,CGCG 502-027 NED02,19.89573,32.18051,129.82974,-30.3139,11.273,0.055,0.0597149347,0.0625155711,0.0005003469,272.635118591,2.1820504775,-2,0,1,2635.2,79.1,0,0,3045.47327049,297935810936000000000000000000000000000000,0.0054166667,0.0054166667,1,0.0001684056,0.0001684056,0.0012594347,19.8957115137,32.1817693375,19.8957115137,32.1817693375,p
01254430-0122461,NGC 0541,21.4346,-1.37948,142.07878,-62.96905,9.468,0.034,0.0180859332,0.0181346592,0.000575399,76.1923466128,2.3514359949,5,0,6,538.2,11.9125983732,0,0,621.992150188,4752388354350000000000000000000000000000,0.0672222222,0.0225,0,0.1867412634,0.0031170761,0.0044045064,21.4505651861,-1.362628518,21.4422318456,-1.3709642234,j
01260057-0120424,NGC 0547,21.50248,-1.34514,142.1993,-62.91634,8.476,0.021,0.0182393734,0.018319834,0.000583738,76.9557391371,2.3844691258,-5,0,8,3926.3,68.9880424422,0,0,4537.58413096,35368043688100000000000000000000000000000,0.2193888889,0.0353611111,0,0.1775142248,0.0027806471,0.038189838,21.5005653318,-1.3126148849,21.4922471221,-1.3459571934,j
01265442+1912517,IC 0115,21.72676,19.21446,134.38686,-42.86692,10.919,0.043,0.0426830692,0.0444014652,0.0005003469,191.140385855,2.1539040627,-5,0,1,1408.1,45.2,0,0,1627.3265453,78249927886300000000000000000000000000000,0.0131944444,0.0131944444,0,0.000211901,0.000211901,0,21.7255592517,19.2165842868,21.7255592517,19.2165842868,j
01313288+0033210,4C +00.05,22.88709,0.55589,143.76212,-60.68335,11.709,0.08,0.0792385362,0.0832009679,0.0005003469,368.11516239,2.2137395613,98,0,3,532,15.2062487156,0,0,614.826874582,109654024371000000000000000000000000000000,0.0516666667,0.0347777778,0,0.0206797908,4.00091120636E-005,0,22.8957140335,0.5500084758,22.8873771905,0.5583421994,j
01335775-3629358,NGC 0612,23.49057,-36.49324,261.66479,-77.00528,9.671,0.03,0.0305346058,0.0309486321,0.0005003469,131.920488614,2.1327600242,0,4,11,5137.3,67.7349983391,12256,225.634084305,10447.4351963,239297691380000000000000000000000000000000,0.3243333333,0.0790555556,0,0.1122777942,0.01666041,0.0500094695,23.4742568637,-36.4794242698,23.4638924765,-36.4795071226,j
01341823-2925065,NGC 0613,23.57598,-29.41849,229.07695,-80.29227,7.179,0.018,0.0049401083,0.0047991541,0.0003752602,20.64441124,1.5136917441,4,0,3,222.9,6.6738294854,0,0,257.603214933,144497589608000000000000000000000000000,0.05625,0.0253888889,0,0.0236853977,0.0003505882,0,23.5742595572,-29.4203320545,23.5742595572,-29.4203320545,g
01430234+1338444,NGC 660,25.75979,13.64568,141.60667,-47.34629,7.38,0.016,0.0028553225,0.0028783523,0.0003835993,12.4383421571,1.3238565496,4,0,3,391.8,14.0039280204,0,0,452.799190717,92200857685600000000000000000000000000,0.0452777778,0.02125,0,0.0192977344,0.0003701599,0.0017701115,25.7582550908,13.6489441385,25.7582550908,13.6489441385,g
01444275+4244154,CGCG 537-022,26.17824,42.73759,133.24446,-19.06474,10.938,0.059,0.0503984442,0.0526617221,0.0005003469,228.055063168,2.1667852016,-3,0,2,293.4,7.0710678119,0,0,339.079332711,23210531076400000000000000000000000000000,0.03875,0.0203333333,0,0.0153464965,0.0148673736,0.002378241,26.1743582051,42.7354235785,26.1744371402,42.7395908443,j
01451214-5543394,ESO 152-IG 022 NED02,26.30067,-55.72767,287.84946,-59.79831,11.622,0.093,0.0900860933,0.0942011997,0.0005003469,419.920570325,2.230395676,98,2,0,0,0,885.2,28.7841970532,754.574872371,175122100835000000000000000000000000000000,0.0202777778,0.0202777778,0,0.0263724326,0.0015480228,0,26.3064784121,-55.7240154951,26.2956305385,-55.7242189636,j
01532586+7115067,2MASX J01532586+7115067,28.35774,71.25183,127.92009,8.98308,9.801,0.039,0.0228092238,0.0239996978,0.0005003469,101.77248476,2.1217577827,-5,0,6,1290.9,22.0031815881,0,0,1491.87972255,20337561877200000000000000000000000000000,0.1371944444,0.0353333333,0,0.0840751339,0.0001460053,0.001411476,28.1870931452,71.2717466118,28.29287187,71.2664929527,j
01562095+0537437,NGC 0741,29.08735,5.62887,150.93419,-53.67628,8.357,0.02,0.0185495895,0.0190829821,0.0005337034,80.24902026,2.1882608923,-5,0,6,1058.9,20.7901418947,0,0,1223.75973213,10372416727000000000000000000000000000000,0.1163333333,0.0353055556,0,0.0807229837,0.0050101455,0,29.0844133949,5.6036637189,29.0886397419,5.6244997828,j
02093856+3547499,UGC 01651,32.41074,35.79723,140.27638,-24.42656,9.427,0.037,0.0377296183,0.0393059262,0.0005003469,168.577751262,2.1459194749,-5,0,1,2086,73.4,0,0,2410.76853454,90169642410200000000000000000000000000000,0.0126111111,0.0126111111,0,0.0001313064,0.0001313064,0,32.4092984348,35.7965596792,32.40939383,35.8048927024,j
02105339-0633334,MCG -01-06-064,32.7225,-6.55931,169.0712,-62.08573,11.171,0.056,0.0434002355,0.0447351041,0.0005003469,192.623293088,2.1544258404,-5,0,1,620.2,20.9,0,0,716.758698526,35002164311800000000000000000000000000000,0.0175833333,0.0175833333,0,0.0034783519,0.0034783519,0,32.7172169047,-6.5617282321,32.7172109049,-6.5575602535,j
02141794+5144520,2MASX J02141794+5144520,33.57472,51.74777,135.74435,-9.05065,11.521,0.052,0.0490008039,0.0511833476,0.0005003469,221.417613548,2.1644854816,98,0,4,453,10.2688850417,0,0,523.527395086,33780654824900000000000000000000000000000,0.0805555556,0.0324166667,0,0.0309890336,0.000229241,0,33.5626993509,51.7538815672,33.5620244726,51.7663746741,j
02164508-4749086,ESO 198- G 001,34.18797,-47.81908,269.80786,-63.45338,10.99,0.063,0.0642714424,0.066196275,0.0005003469,289.437608489,2.1877243879,-5,4,0,0,0,3717.2,66.8184106366,3168.66890599,349374420451000000000000000000000000000000,0.1027777778,0.0573611111,0,0.0473003225,0.0134757408,0.0055262648,34.1943836557,-47.8285962076,34.2081630536,-47.8204682637,j
02195871+0155488,UGC 01797,34.99468,1.93024,162.72383,-53.95612,10.732,0.039,0.0410285832,0.0423571825,0.0005003469,182.069231895,2.150704256,0,0,1,560.3,19.2,0,0,647.532890655,28251354404100000000000000000000000000000,0.01575,0.01575,0,0.0003088289,0.0003088289,0,34.9952120882,1.9295314662,34.9910399374,1.9337005021,j
02202416+3659414,CGCG 523-025,35.10069,36.99483,142.03963,-22.55384,10.722,0.053,0.0367989699,0.0383278804,0.0005003469,164.265389158,2.1443835327,-5,0,7,824,14.3394560566,0,0,952.288241834,33819320401900000000000000000000000000000,0.1836111111,0.0335555556,0,0.1105824277,0.004065338,0.0032193934,35.0818192501,36.9924291477,35.1026868888,36.9925843835,j
02221549-5106296,ESO 198- G 008,35.56444,-51.10819,273.44714,-60.50339,10.533,0.042,0.0474630659,0.0482964975,0.0005003469,208.495028871,2.1599876448,-2,5,0,0,0,712.8,16.2929432577,607.615193206,34763568792600000000000000000000000000000,0.1356388889,0.0703333333,0,0.0906460773,0.0003831228,0,35.5424981504,-51.1111004622,35.5572104868,-51.0995233551,j
02223290+4220539,NGC 0891,35.63711,42.34832,140.38223,-17.41514,5.971,0.016,0.001761227,0.0022414722,0.0003502428,9.3492065068,1.4608668687,5,0,4,701,18.2225056894,0,0,372.016486707,93199386596600000000000000000000000000,0.0796666667,0.0353611111,0,0.0346627612,0.0022580807,0,35.6371193978,42.3521209142,35.6315231509,42.3563212386,g
02231298+4259162,UGC 01841 NOTES01,35.80408,42.98782,140.25996,-16.77454,9.336,0.024,0.0219986591,0.0230949669,0.0005003469,97.8696012977,2.1203212843,-5,0,6,6230.5,115.15146547,0,0,7200.52413925,90774542602900000000000000000000000000000,0.1396666667,0.0339722222,0,0.0932560517,0.0059453561,0.0036232057,35.7916845152,42.9804998898,35.8145213767,42.9845047098,j
02261765-1601094,PKS 0223-162,36.57354,-16.01924,190.99672,-65.3721,11.455,0.071,0.0663562282,0.0689044675,0.0005003469,301.85252751,2.1918893901,98,0,3,311.6,6.6407830864,0,0,360.112883684,43184969092800000000000000000000000000000,0.0670833333,0.0242777778,0,0.0467180604,0.0010862665,0,36.5635496,-16.0159324021,36.5548909802,-16.0201214737,j
02283032+3821127,B2 0225+38A,37.12638,38.35346,143.08414,-20.69013,11.483,0.06,0.032799517,0.0341741022,0.0005003469,146.016788476,2.1378482655,98,0,2,216.3,6.9180922226,0,0,249.975663481,7014676297220000000000000000000000000000,0.0374722222,0.0303333333,0,0.0229545743,0.0013094667,0,37.1257219064,38.3507299126,37.1206522809,38.3591637048,j
02293877-1702345,MCG -03-07-023 NED02,37.41164,-17.04298,194.07341,-65.17745,10.581,0.044,0.0578669807,0.059805776,0.0005003469,260.317031844,2.1778634809,-5,0,2,239.7,7.9158069709,0,0,277.018800446,24706927013000000000000000000000000000000,0.0220833333,0.0127777778,0,0.0146899862,0.0028581587,0.0017416042,37.4121699753,-17.0454721307,37.4077793647,-17.0413331473,p
02293889+2859154,B2 0226+28,37.41201,28.98763,147.52615,-29.15165,11.027,0.059,0.0466992004,0.0485936531,0.0005003469,209.822850909,2.1604510616,-5,0,2,599,16.6306945135,0,0,692.258078712,40112332841100000000000000000000000000000,0.0180833333,0.0126944444,0,0.0181028474,0.0023929501,0.0116655088,37.4195398559,28.9803263143,37.4242463458,28.9761107736,j
02312619-1739129,ESO 545- G 028,37.85916,-17.65366,195.83046,-65.08076,10.805,0.059,0.0329362789,0.0336279123,0.0005003469,143.62521229,2.1369874713,0,0,3,240.5,5.3721504074,0,0,277.943352137,7546089966520000000000000000000000000000,0.0460277778,0.0211111111,0,0.0358984128,0.0009427826,0.0030558482,37.8542689184,-17.6506813118,37.8586863877,-17.6548122899,j
02341338+2918404,NGC 0972,38.55573,29.31127,148.39532,-28.42896,7.874,0.012,0.005146919,0.0044766176,0.0003752602,18.7424976484,1.4134669064,4,0,1,273.5,9.7,0,0,316.081109395,146136193711000000000000000000000000000,0.0118611111,0.0118611111,0,0.0007164636,0.0007164636,0,38.5567870986,29.3093401324,38.5519487881,29.3134582108,g
02351345-2936166,ESO 416- G 002,38.80609,-29.60471,225.26456,-67.08276,11.274,0.061,0.059868375,0.0617322611,0.0005003469,269.069821587,2.1808410101,1,0,2,246.8,5.9363288319,0,0,285.224196705,27178198585400000000000000000000000000000,0.0472777778,0.0289444444,0,0.005716726,0.004558299,0,38.8018583759,-29.6034293051,38.8018583759,-29.6034293051,j
02374181+0158309,NGC 1004,39.42417,1.97531,168.49252,-51.24606,9.973,0.036,0.0218452074,0.0222277406,0.0005003469,94.1333447056,2.1189434603,-5,0,8,232.6,5.4286278193,0,0,268.813404188,3135033755850000000000000000000000000000,0.1957222222,0.0352777778,0,0.1144409338,0.0016630724,0,39.4246425882,1.9920680896,39.4246440429,1.9878989083,j
02410480-0815209,NGC 1052,40.26999,-8.25583,182.01952,-57.9255,7.499,0.012,0.0053036949,0.0049705026,0.0004169558,20.5018498448,1.5607754805,-5,0,1,912.5,27.4,0,0,1054.56677266,583397415340000000000000000000000000000,0.0049166667,0.0049166667,1,4.22164953358E-005,4.22164953358E-005,0.0018269803,40.2694589441,-8.2540802427,40.2694589441,-8.2540802427,p
02410618+0844167,NGC 1044 NED01,40.27572,8.73801,163.30405,-45.3642,9.749,0.029,0.0208011581,0.0215023116,0.0005003469,91.0116316204,2.1177902627,-3,0,8,1467.7,21.8718997803,0,0,1696.20564629,18491690909400000000000000000000000000000,0.1870277778,0.0353333333,0,0.1054752706,0.0006219663,0,40.2908477118,8.6999158877,40.2655860558,8.7416027405,j
02424077-0000478,NGC 1068,40.66988,-0.01329,172.10397,-51.93358,5.8,0.015,0.0037926422,0.0037218016,0.0004086166,15.5432297457,1.5373238878,3,0,1,4848.1,170.4,0,0,5602.89881703,1781556634330000000000000000000000000000,0.0044444444,0.0044444444,0,0.0002137744,0.0002137744,0,40.6708487119,-0.0125000008,40.6666817522,-0.0083333338,g
02451349+1047230,4C +10.08,41.30619,10.78969,162.79041,-43.10473,11.516,0.065,0.0699987658,0.073164471,0.0005003469,321.470068868,2.1984242451,98,0,1,417.4,13.6,0,0,482.384844832,65611363326600000000000000000000000000000,0.0243888889,0.0243888889,0,0.0074699431,0.0074699431,0,41.3107807005,10.7885142103,41.3107807005,10.7885142103,j
02455992-0734431,NGC 1084,41.49969,-7.57864,182.48102,-56.55447,8.004,0.017,0.004786668,0.004574216,0.0003919384,19.5978143095,1.5370838285,5,0,3,315.3,9.472064189,0,0,364.388935255,184197943961000000000000000000000000000,0.0434444444,0.0218055556,0,0.0602738379,0.0008121802,0,41.4924060698,-7.5889819068,41.500772206,-7.5764513516,g
02460054+5115142,2MASX J02460054+5115142,41.5022,51.25399,140.55214,-7.65542,10.617,0.046,0.0347875687,0.0362781574,0.0005003469,155.247052549,2.1411610875,98,0,1,223.5,6.7,0,0,258.296628701,8193506176020000000000000000000000000000,0.0048611111,0.0048611111,1,0.0003436129,0.0003436129,0,41.5073552017,51.2531009064,41.5006527248,51.2572394035,p
02461905-3016296,NGC 1097,41.57941,-30.27491,226.91473,-64.68055,6.43,0.018,0.0042396203,0.0044876272,0.0003752602,18.5999941212,1.4290931635,3,2,4,413.4,12.5451185726,361.5,10.8060168425,477.762086376,217541248621000000000000000000000000000,0.1109166667,0.0352777778,0,0.029411999,0.0004769531,0,41.5759584747,-30.2742822918,41.5855624493,-30.2700305859,g
02493431-2030336,PKS 0247-207,42.39305,-20.50928,205.55496,-62.25467,11.212,0.051,0.0867637788,0.0909674479,0.0005003469,404.617823983,2.2255133223,-5,0,6,1020.6,18.6249832215,0,0,1179.49681992,254150585763000000000000000000000000000000,0.1191666667,0.0310555556,0,0.0779772396,0.0151535784,0.0123472118,42.3937405261,-20.5177953501,42.3938279566,-20.509462074,j
02510087+4657175,IC 0260,42.75365,46.95485,143.22012,-11.15207,9.561,0.037,0.0289068051,0.0301677923,0.0005003469,128.51773372,2.1315264579,-4,0,12,765.8,11.4973910084,0,0,885.027106306,19239200026500000000000000000000000000000,0.2978333333,0.0352777778,0,0.119374099,0.002043065,0,42.7210504103,47.0255606925,42.714091062,47.0090486792,j
02574155+0601371,NGC 1128 NED02,44.4232,6.02693,170.26344,-44.93089,9.256,0.052,0.0221520993,0.0228091841,0.0005003469,96.6378446352,2.1198673354,-1,0,7,5967.8,89.4410420333,0,0,6896.92447769,84772357511000000000000000000000000000000,0.18025,0.0353611111,0,0.0895982726,0.0175068786,0.0025379743,44.4357641238,6.0493937797,44.431574008,6.0493981714,j
02581124-5243419,2MASX J02581124-5243419,44.54688,-52.72832,269.02383,-55.23377,11.242,0.077,0.0727373403,0.0751847169,0.0005003469,330.811233921,2.2015161665,-3,4,0,0,0,405.2,11.0824185086,345.406392098,49750241034600000000000000000000000000000,0.0875555556,0.0328611111,0,0.0602922651,0.0332932202,0.0211910855,44.5195143248,-52.7452331126,44.5438399594,-52.7291990817,u
02592672-3940374,PKS 0257-398,44.86129,-39.67713,246.49432,-60.69365,11.647,0.045,0.066182774,0.0682932594,0.0005003469,299.046780926,2.1909501188,98,1,1,984.8,34.5,1552,46.6,1322.97808622,155716715507000000000000000000000000000000,0.0048888889,0.0048888889,0,0.0010452763,0.0004303714,0,44.8592485646,-39.6749127065,44.8592485646,-39.6749127065,j
03002558-5150491,PKS 0258-520,45.10657,-51.84696,267.40268,-55.4435,11.636,0.085,0.0729908503,0.0754670235,0.0005003469,332.118489264,2.2019478619,98,2,0,0,0,681.7,19.2041662147,581.104485422,84361570398500000000000000000000000000000,0.0331944444,0.0183055556,0,0.0188395057,0.0119875207,0.0035502012,45.1027335832,-51.8466634551,45.0977891894,-51.8467937506,j
03014235+3512203,NGC 1167,45.42646,35.20563,150.93503,-20.48573,8.717,0.023,0.0164948247,0.0176402908,0.0004836687,74.4482664277,2.041252865,-4,0,1,1843,55.3,0,0,2129.93595837,15537460756600000000000000000000000000000,0.0048333333,0.0048333333,1,0.0001340479,0.0001340479,0,45.4283643853,35.2075389852,45.4283643853,35.2075389852,p
03015146+3550283,UGC 02489 NED02,45.46454,35.84118,150.61752,-19.9235,10.341,0.045,0.0478333239,0.0497821545,0.0005003469,215.139001782,2.1623035404,-5,0,3,759.7,24.0933600812,0,0,877.977399661,53484255593900000000000000000000000000000,0.0344722222,0.0123333333,0,0.0306581289,0.0021562012,0,45.4677383118,35.8407567463,45.462598334,35.8407766302,j
03031501+1626188,2MASX J03031501+1626188,45.81257,16.43858,163.06479,-35.96127,11.721,0.063,0.0324893009,0.0335680339,0.0005003469,143.363138439,2.1368930825,-5,0,3,3114.8,69.1121552261,0,0,3599.7420093,97375723241100000000000000000000000000000,0.0424166667,0.0193333333,0,0.0220962401,0.0087366416,0,45.8118486571,16.4382646227,45.8075025904,16.4383009092,j
03065268-1206234,PKS 0304-12,46.71954,-12.10655,194.30984,-54.90934,11.416,0.082,0.0787582015,0.0822884177,0.0005003469,363.849418577,2.2123517207,98,0,3,1383.6,29.0274008482,0,0,1599.01214976,278611766972000000000000000000000000000000,0.0292222222,0.0134166667,0,0.0442619713,0.0027002574,0.0405066111,46.7427777796,-12.1055294726,46.7427973886,-12.1013628427,j
03082624+0406388,NGC 1218,47.10933,4.11083,174.85823,-44.51336,9.12,0.022,0.0286532951,0.0294344221,0.0005003469,125.32531159,2.1303672531,0,0,2,7568.8,195.840368668,0,0,8747.1835495,180821532768000000000000000000000000000000,0.0533611111,0.0353611111,0,0.005191718,0.0010637944,0.0014569153,47.1101736518,4.1120193328,47.1059910534,4.1161814805,j
03101413+4249449,2MASX J03101413+4249449,47.55898,42.82915,148.31377,-13.09892,11.697,0.048,0.0289001338,0.0301017197,0.0005003469,128.229976355,2.131422045,98,0,3,1201.6,23.7606818084,0,0,1388.67664003,30052774645000000000000000000000000000000,0.0616111111,0.0341944444,0,0.0400506012,0.0204328673,0.0094296301,47.5574916761,42.8291776903,47.5464716565,42.8377667847,j
03143297-3407398,2MASX J03143297-3407398,48.63732,-34.12777,234.68297,-58.59665,11.539,0.086,0.0672301704,0.069467861,0.0005003469,304.440761927,2.1927548097,98,1,1,465.5,17.5,654.2,19.7,557.662541239,68027011796600000000000000000000000000000,0.0078611111,0.0078611111,0,0.0013815137,0.000529268,0,48.6361945732,-34.1302667295,48.6362477195,-34.1250657261,p
03163934-4351169,PKS 0314-440,49.16389,-43.85472,252.40674,-56.41966,11.138,0.055,0.0620232095,0.0637468459,0.0005003469,278.246838211,2.1839502236,4,1,0,0,0,2017,78.6,1719.36005148,175199002179000000000000000000000000000000,0.0164722222,0.0164722222,0,0.0025624724,0.0025624724,0,49.1651898572,-43.8561969251,49.1610142633,-43.8517674874,p
03164302+4119291,IC 0310,49.17918,41.32483,150.18289,-13.73403,9.201,0.026,0.018846463,0.0198919717,0.000433634,84.034108524,1.792602711,-2,0,5,541.1,11.8186293622,0,0,625.343650068,5812115807240000000000000000000000000000,0.0744444444,0.0243333333,0,0.1145823234,0.0002517851,0.0016395562,49.1459457675,41.2928690143,49.173410157,41.3139032491,j
03194823+4130420,NGC 1275,49.95098,41.51168,150.57603,-13.261,8.353,0.02,0.0175588994,0.0187818464,0.0004086166,78.6809440545,1.6512309188,-2,0,1,22829.2,684.9,0,0,26383.4693331,214968758303000000000000000000000000000000,0.0045277778,0.0045277778,1,0.0002323488,0.0002323488,0,49.9499204801,41.5126652628,49.9499204801,41.5126652628,p
03203116+4306517,2MASX J03203116+4306517,50.12991,43.1144,149.78432,-11.85066,10.978,0.062,0.0523998386,0.0546200128,0.0005003469,236.867698182,2.1698276606,5,0,1,483.5,17.4,0,0,558.775928309,41262324347600000000000000000000000000000,0.0112777778,0.0112777778,0,0.0015468418,0.0015468418,0,50.1483485005,43.0915311305,50.1426525005,43.0957056636,p
03203810+4304447,B3 0317+428,50.15888,43.07915,149.8222,-11.86842,10.815,0.062,0.0516993505,0.0538790448,0.0005003469,233.530472713,2.1686769806,-5,0,3,789.3,20.3312567246,0,0,912.185812232,65474885915700000000000000000000000000000,0.0293888889,0.0116666667,0,0.0236473629,0.0103399283,0.0035500881,50.1483485005,43.0915311305,50.1426525005,43.0957056636,j
03204016+2727485,2MASX J03204016+2727485,50.16736,27.46346,159.22661,-24.69698,11.673,0.054,0.0643781835,0.0672323798,0.0005003469,294.182134844,2.1893188176,98,0,5,437.9,8.1492330928,0,0,506.076481916,57643861554100000000000000000000000000000,0.0558333333,0.0171388889,0,0.0687040442,0.0088342955,0.0027236233,50.1747613512,27.466135015,50.1935529907,27.4658366278,j
03212595+1806093,2MASX J03212595+1806093,50.35811,18.10266,165.93607,-31.9685,11.465,0.053,0.0636150919,0.0641016205,0.0005003469,279.865471623,2.1844972917,98,0,7,275.4,6.1749493925,0,0,318.276919661,32810141857600000000000000000000000000000,0.1567777778,0.0353055556,0,0.0927476055,0.0029231089,0,50.3645801594,18.1129053292,50.3603509047,18.0961895008,j
03224178-3712295,Fornax A,50.67412,-37.2082,240.16275,-56.68984,5.681,0.016,0.0058707566,0.0059043169,0.0003919384,20.9002276621,0.9469817373,-2,9,1,254.7,9.9,169000,2287.41549102,29856.512545,82823578790300000000000000000000000000000,1.0214444444,0.2176944444,0,0.3461433313,0.0012101301,0,50.5386583714,-37.1289172113,50.6623423389,-37.1954020033,j
03253395-3927270,LCRS B032343.1-393755,51.39144,-39.45745,244.03557,-55.82399,11.553,0.054,0.0651630602,0.0648341028,0.0005003469,283.209764533,2.1856263415,98,0,5,214.6,6.995712973,0,0,248.010991138,26181329364200000000000000000000000000000,0.1257222222,0.0348611111,0,0.0958071558,0.0011166928,0,51.3924659377,-39.4582614673,51.3869859917,-39.4541600839,j
03262510+0940135,CGCG 416-010,51.60463,9.67041,173.90511,-37.42155,11.212,0.051,0.0374160665,0.03853749,0.0005003469,165.189093437,2.1447127991,-5,0,6,297.9,8.4261497732,0,0,344.279935974,12364563049400000000000000000000000000000,0.1398055556,0.0349722222,0,0.0854426359,0.0015758765,0,51.6153165888,9.7125779377,51.6322442733,9.6959191406,j
03263530+0911052,2MASX J03263530+0911052,51.64718,9.18472,174.37372,-37.73737,11.32,0.062,0.0638845062,0.0664702053,0.0005003469,290.691362083,2.1881460484,98,0,1,229.5,6.9,0,0,265.230766384,29497993414600000000000000000000000000000,0.0055277778,0.0055277778,1,0.0004536391,0.0004536391,0,51.6454493256,9.1874343498,51.6412284331,9.1874307393,p
03275421+0233419,UGC 02748,51.97586,2.56167,180.97299,-42.02393,10.713,0.077,0.030221054,0.0309808409,0.0005003469,132.060930238,2.1328108926,-5,0,2,5244.2,115.429285712,0,0,6060.66747309,139114846585000000000000000000000000000000,0.04625,0.0248611111,0,0.0216445758,0.0199191157,0.0088871706,51.9791458144,2.5623488088,51.974974977,2.5623486924,j
03292389+3947318,UGC 02755,52.34954,39.79221,153.11958,-13.64527,9.864,0.025,0.0244370245,0.0254514555,0.0005003469,108.045923353,2.1240608851,-5,0,5,1450.9,24.4192546979,0,0,1676.79006077,25763198639400000000000000000000000000000,0.1044166667,0.0319722222,0,0.041539768,0.0001799985,0,52.3487236541,39.7928931897,52.3434420497,39.7971681371,j
03312077-2606092,MCG -04-09-020,52.83659,-26.10254,220.61105,-54.39635,11.421,0.081,0.067233506,0.0695490473,0.0005003469,304.813888797,2.192879489,98,0,1,478.3,15.3,0,0,552.766342317,67595131140600000000000000000000000000000,0.0214722222,0.0214722222,0,0.0052965995,0.0052965995,0,52.8399022621,-26.1095617842,52.8352320086,-26.1054215477,u
03333645-3608263,NGC 1365,53.40191,-36.14066,237.95654,-54.59778,6.592,0.018,0.0055505335,0.0056837858,0.0003835993,19.6286967064,0.7709800476,3,1,5,533.7,14.4830935922,641.2,19.3,616.791546926,312770412319000000000000000000000000000,0.1335,0.0351666667,0,0.0366212056,0.0001302502,0,53.401490548,-36.1401829715,53.4066501048,-36.140208445,g
03340335-3900360,LCRS B033213.0-391035,53.51389,-39.01004,242.85815,-54.25945,11.691,0.081,0.062310076,0.0640843984,0.0005003469,279.786879571,2.1844707382,98,4,5,1557.5,28.9181603841,2877.5,57.6809327248,2452.87979581,252717476175000000000000000000000000000000,0.0915,0.0321111111,0,0.0643821271,0.0110440608,0.0047653869,53.5360010915,-39.0072751441,53.5254500696,-38.998804263,j
03341837+3921243,UGC 02783,53.57664,39.35676,154.16943,-13.43918,9.336,0.027,0.0205910117,0.0214995598,0.0005003469,90.9997961895,2.1177858871,-5,0,2,956.5,29.9681497594,0,0,1105.41711567,12047899728900000000000000000000000000000,0.0264444444,0.0216388889,0,0.0135179042,0.0004993722,0,53.58266842,39.3537735607,53.5718907286,39.3536405319,j
03363741-3947383,SARS 053.70356-39.95825,54.15585,-39.79397,244.07384,-53.66854,11.566,0.075,0.0673235688,0.069445117,0.0005003469,304.336238903,2.1927198799,98,1,2,296.2,8.8955044826,462.6,14.1,394.336122864,48070453666800000000000000000000000000000,0.0226111111,0.0124166667,0,0.0171994954,0.0033889422,0.0075201411,54.1648117503,-39.7969933747,54.1756082261,-39.8012374668,u
03381409+1005038,2MASX J03381409+1005038,54.55871,10.08436,176.07172,-35.05751,10.187,0.036,0.0381932746,0.039321523,0.0005003469,168.64656832,2.1459439597,-5,0,2,422.9,11.690166808,0,0,488.741137708,18295245128500000000000000000000000000000,0.0340833333,0.0187222222,0,0.0306650956,0.0074433402,0,54.5737485612,10.0626636029,54.5652084086,10.0792962405,j
03382908-3527026,NGC 1399,54.62118,-35.45074,236.71642,-53.63563,6.436,0.017,0.0047533115,0.0050966046,0.0003669211,19.0445600654,0.8758422275,-5,2,4,636,12.5479081922,957.4,28.3640617684,816.120631279,389583510641000000000000000000000000000,0.0733333333,0.0332777778,0,0.0454480845,0.0005893723,0,54.6188961715,-35.4483909261,54.6188961715,-35.4483909261,j
03464851+6805459,IC 342,56.70214,68.09611,138.17259,10.57999,4.682,0.02,0.0001034054,0.001221228,0.0003752602,3.7755218832,0.648994574,6,0,16,2400,60.6154603949,0,0,442.744691076,52036820879600000000000000000000000000,0.3406944444,0.0355555556,0,0.1001136529,0.0001573771,0,56.6532442596,68.1412967661,56.6644266504,68.1411175264,g
03475994+4043586,4C +40.12,56.99986,40.733,155.42067,-10.74415,11.274,0.06,0.0390005037,0.0404813664,0.0005003469,173.76828599,2.1477639736,98,0,2,973.6,23.9735270663,0,0,1125.17940807,44716430712500000000000000000000000000000,0.0109444444,0.0059166667,0,0.0079695815,0.0070145882,0,57.0019238665,40.7329868118,56.9964246516,40.7330802846,j
03482073+7007583,UGC 2855,57.08638,70.13288,136.96951,12.24629,7.08,0.016,0.0040027886,0.004250519,0.0004086166,17.1447252937,1.4579836821,5,0,1,458.1,14.3,0,0,529.421412117,204817416740000000000000000000000000000,0.0345833333,0.0345833333,0,0.0028896143,0.0028896143,0,57.0715881777,70.1352671111,57.0719192241,70.1436040731,g
